Date,Close,High,Low,Open,Volume
,CRM,CRM,CRM,CRM,CRM
2005-01-03,4.106800556182861,4.200811443467379,4.059794876603848,4.059794876603848,3704000
2005-01-04,4.04742431640625,4.131539526297828,3.990522517804248,4.094429514030702,2843200
2005-01-05,4.440786838531494,4.448208464080872,4.134013417949724,4.151331645269644,12164400
2005-01-06,4.383885383605957,4.502636592436948,4.329458080468803,4.440787191287394,6628400
2005-01-07,4.341827392578125,4.450682461214603,4.3022438170509405,4.435838738360269,4608000
2005-01-10,4.200811386108398,4.349250049365009,4.1933897596633445,4.205759451654103,3788400
2005-01-11,4.062268257141113,4.2057588337713145,4.04989856696763,4.2008107689525485,2862000
2005-01-12,3.735703706741333,3.8222927217573313,3.639218561617158,3.7109638533443463,18628000
2005-01-13,3.772813320159912,3.8791943614084374,3.7233338483943417,3.772813320159912,4376800
2005-01-14,3.7109639644622803,3.7851832909388725,3.639218670586812,3.7728133638699846,3806000
2005-01-18,3.7233335971832275,3.7480732134284795,3.6243744243920712,3.6862238189102756,2507200
2005-01-19,3.708489418029785,3.757968883512953,3.6763277064815503,3.723333375643086,1841600
2005-01-20,3.6144790649414062,3.7084901868167104,3.6120052681069454,3.7084901868167104,4050000
2005-01-21,3.574895143508911,3.6441664029410874,3.4858320956675417,3.6219008179332914,7144400
2005-01-24,3.438826560974121,3.6045829725888954,3.4140869424257407,3.574895288768796,4587600
2005-01-25,3.396768569946289,3.4759359538809003,3.389346708805664,3.4140865605233635,3506000
2005-01-26,3.4140872955322266,3.436353119684358,3.3596597515977686,3.3992433341185517,2882400
2005-01-27,3.3695549964904785,3.461092072376095,3.3027577728709065,3.416560668608619,2001600
2005-01-28,3.3299720287323,3.4140872586486184,3.307706204820714,3.3769774734837226,1974800
2005-01-31,3.3893468379974365,3.3942949029042664,3.3077056545285073,3.329971474735801,1607200
2005-02-01,3.3893468379974365,3.448722201259072,3.302757825558398,3.342341401066155,1214800
2005-02-02,3.2903881072998047,3.4017169794395707,3.28296624540695,3.389347052326989,3596000
2005-02-03,3.307705879211426,3.315127741139096,3.2804922281854783,3.2903881227346172,3137200
2005-02-04,3.478410482406616,3.4833583118938964,3.2903882431550704,3.3077060002656684,3363600
2005-02-07,3.3695549964904785,3.4982018507751613,3.3571850703574566,3.4784100633370127,912400
2005-02-08,3.461091995239258,3.495727740452455,3.4041906666069113,3.4091384953878183,1408000
2005-02-09,3.280492067337036,3.4759361520521055,3.2433822876447724,3.46604025798818,1237600
2005-02-10,3.2334861755371094,3.3151273550433635,3.2062725276805946,3.3151273550433635,1188800
2005-02-11,3.3274974822998047,3.3547113677412104,3.2260645098571357,3.228538542340304,1364400
2005-02-14,3.3769772052764893,3.4017170600881905,3.3274977315898275,3.339867658995678,1183600
