Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2005-01-03,18.45488166809082,18.599815979512528,18.392767151249515,18.496290907193032,65002900
2005-01-04,18.523893356323242,18.703335103158043,18.39966435340871,18.544598628934214,109442100
2005-01-05,18.482486724853516,18.703337731571192,18.4686832078397,18.52389595951912,72463500
2005-01-06,18.4617862701416,18.675735574219598,18.385868223117466,18.53080255685662,76890500
2005-01-07,18.406570434570312,18.55840518692249,18.372062955155354,18.510094189191157,68723300
2005-01-10,18.49629020690918,18.537700760819533,18.316849738801356,18.358258976335783,70376600
2005-01-11,18.447975158691406,18.510089659538902,18.365156701811834,18.420369445190094,64712000
2005-01-12,18.482486724853516,18.530797718026026,18.372061221494675,18.475584966346606,72940600
2005-01-13,18.130510330200195,18.49629442519802,18.054592280426508,18.413475931241475,89861600
2005-01-14,18.02698516845703,18.254737983889772,17.971772404605947,18.220229183747765,92180800
2005-01-18,18.165016174316406,18.185721454121687,17.83373959568856,17.96487040170312,69146400
2005-01-19,17.930362701416016,18.123608042319027,17.888953455642582,18.089099240527673,58114100
2005-01-20,17.84754753112793,18.013185861421576,17.76472770779289,17.833744007842686,58380100
2005-01-21,17.70261001586914,18.033886617443308,17.695708255455987,17.909658879135144,76501000
2005-01-24,17.716402053833008,17.94415473434468,17.69569678601364,17.778516540915767,69010900
2005-01-25,17.957975387573242,18.075302717790922,17.771631748455174,17.77853351098287,67580700
2005-01-26,17.951074600219727,18.061500173908467,17.875156524667467,17.992483861258837,64974500
2005-01-27,18.020090103149414,18.05459759973532,17.840648224874133,17.909664534422568,93204100
2005-01-28,18.06839370727539,18.392768517697345,17.916557625327012,18.31685179309923,110466500
2005-01-31,18.137413024902344,18.30305133772264,18.05459321030405,18.185724034927894,71442100
2005-02-01,18.213329315185547,18.240936358166163,18.096002015270457,18.11670729750592,57981700
2005-02-02,18.261646270751953,18.289253322722534,18.137418486014408,18.234040535158062,79329500
2005-02-03,18.06839370727539,18.220228472847694,18.013180945578547,18.199524509946425,62545400
2005-02-04,18.165016174316406,18.199524973991874,18.040787128236936,18.061492408042216,61246500
2005-02-07,18.05459213256836,18.151214146851785,17.985575843918962,18.130510181720318,57763400
2005-02-08,18.109798431396484,18.178814695393285,18.05458568347419,18.075290957585956,61343700
2005-02-09,17.992467880249023,18.158106093661356,17.971763926307172,18.116696869402148,77874800
2005-02-10,17.985572814941406,18.03388381394699,17.944163575276047,18.013179852302308,71796400
2005-02-11,17.92346954345703,18.026994682141964,17.813043957478136,17.964880125481734,83835900
2005-02-14,17.951074600219727,18.02699267577199,17.882058287570096,17.895861813375358,58694000
2005-02-15,17.951078414916992,18.054921642173223,17.902618330226634,17.999538499607347,76551600
2005-02-16,17.854150772094727,17.951070900906338,17.77107543280069,17.90953389147818,57506600
2005-02-17,17.75722885131836,17.902610361113023,17.72261489778699,17.79876585964354,67024800
2005-02-18,17.639535903930664,17.75722517015248,17.58415279749907,17.750302116793854,77091100
2005-02-22,17.466472625732422,17.646468145464652,17.445704775280536,17.480318739659076,96419200
2005-02-23,17.44568634033203,17.549529444174198,17.424917191388918,17.473377218486146,83689400
2005-02-24,17.563386917114258,17.611846975593107,17.411082367109238,17.431851529501984,85236300
2005-02-25,17.480314254760742,17.57031133131739,17.411085023327605,17.5356973758197,62467700
2005-02-28,17.418004989624023,17.563386481895595,17.397235827745934,17.459541992942675,82728000
2005-03-01,17.50107765197754,17.591074698871214,17.39723317883602,17.43877149626756,56394800
2005-03-02,17.487234115600586,17.639537340582454,17.41800489681337,17.43877405858079,67739000
2005-03-03,17.424924850463867,17.521844947259275,17.40415569239173,17.514921894568563,52183600
2005-03-04,17.424924850463867,17.514921894568563,17.397232639701016,17.452615740789433,63058200
2005-03-07,17.63261604309082,17.854149829364985,17.418006631866408,17.424929686478503,80407400
2005-03-08,17.58415985107422,17.736464445183465,17.542622834698037,17.58415985107422,52871800
2005-03-09,17.521846771240234,17.70184219862399,17.5010789314435,17.577229878093895,62991800
2005-03-10,17.604921340942383,17.639535286085707,17.48030902572663,17.604921340942383,59132900
2005-03-11,17.369543075561523,17.639535548927153,17.348773915903635,17.618767709706653,60617900
2005-03-14,17.38338851928711,17.41107941067124,17.279544045393948,17.36261936042101,65550500
2005-03-15,17.24493408203125,17.473389600547744,17.231087972924158,17.376469477673364,71469400
2005-03-16,17.05108642578125,17.28646491478216,17.002626381652327,17.182621774443447,74841400
2005-03-17,16.98878288269043,17.085702978277777,16.98185983008601,17.058010767860093,60573200
2005-03-18,16.829551696777344,17.24492552071253,16.808783863864623,16.981856180467872,135904000
2005-03-21,16.753393173217773,16.864159299946785,16.718777933342214,16.857236251971674,71446200
2005-03-22,16.6080265045166,16.801868058058005,16.58725734221081,16.746484945680113,102113300
2005-03-23,16.739566802978516,16.884947020461055,16.587262208924873,16.60803137732435,79293300
2005-03-24,16.808786392211914,16.940320421900864,16.75340329538573,16.78109418358023,78820900
2005-03-28,16.753393173217773,16.940310186800236,16.73954707726755,16.891850171410844,49802000
2005-03-29,16.55955696105957,16.781089283679208,16.490327780131732,16.71186010275137,74231700
