Date,Close,High,Low,Open,Volume,Ticker
2005-09-30,9.914284706115723,10.03421603068562,9.794354144045741,9.834331252235708,47203900,ORCL
2005-10-03,9.89830207824707,10.050214293431976,9.890306497842467,9.930283637364973,29586900,ORCL
2005-10-04,9.786360740661621,9.954264022302878,9.70640726904679,9.898296515922487,41009900,ORCL
2005-10-05,9.730392456054688,9.794355533230886,9.618456689746324,9.770369569914818,34813500,ORCL
2005-10-06,9.618463516235352,9.818348464899847,9.514523251429745,9.746389761380538,45171900,ORCL
2005-10-07,9.578481674194336,9.67442707347692,9.474542222888555,9.650440342406178,39090400,ORCL
2005-10-10,9.602466583251953,9.650438511290654,9.474540425148689,9.570485043726137,29861900,ORCL
2005-10-11,9.658437728881836,9.762377962160407,9.586479047188954,9.602470204231967,45667300,ORCL
2005-10-12,9.59447193145752,9.794356763362885,9.59447193145752,9.64244462661486,38115600,ORCL
2005-10-13,9.658437728881836,9.770373540681913,9.570488652646278,9.586479047188954,27465200,ORCL
2005-10-14,9.842327117919922,9.87430865291926,9.642442333549086,9.706405403547759,32795600,ORCL
2005-10-17,9.89830207824707,10.066205454241183,9.76238026137086,9.818347799202058,39140000,ORCL
2005-10-18,9.890304565429688,9.970258828852872,9.850327433718096,9.858323012560486,25834800,ORCL
2005-10-19,9.74638557434082,10.066201812311544,9.562491866570351,9.850325794493788,58423300,ORCL
2005-10-20,9.706409454345703,9.92228471505795,9.682422721210807,9.826340070019146,47209000,ORCL
2005-10-21,9.802355766296387,9.89830042765079,9.738392658726784,9.762378633440289,35759000,ORCL
2005-10-24,10.250094413757324,10.274081143703826,9.842329917168811,9.898297428710338,57706100,ORCL
2005-10-25,10.370030403137207,10.433993519868158,10.15415431229487,10.178140290443853,51784400,ORCL
2005-10-26,10.122167587280273,10.3780199236096,10.050208927062624,10.274080483850891,43585600,ORCL
2005-10-27,9.954265594482422,10.17813641786229,9.94627001730809,10.074196964596794,29631200,ORCL
2005-10-28,10.162147521972656,10.210120229580456,9.978253032393127,10.042216896703634,33849500,ORCL
2005-10-31,10.138160705566406,10.21811419492403,10.050210876022685,10.114173972508889,41947800,ORCL
2005-11-01,10.178136825561523,10.282077045490697,10.058206213143375,10.058206213143375,24436100,ORCL
2005-11-02,9.978249549865723,10.122166859959957,9.834333002271542,10.058203780473642,50044000,ORCL
2005-11-03,9.754376411437988,9.922279645087736,9.394583985759922,9.914284071461589,111121100,ORCL
2005-11-04,10.082189559936523,10.106176286179462,9.730392629207193,9.738388204621506,44196600,ORCL
2005-11-07,10.082189559936523,10.106176286179462,9.954263403307676,10.066199171607938,29100600,ORCL
2005-11-08,10.090187072753906,10.114173041102319,9.986246859910539,10.03421955910755,25869100,ORCL
2005-11-09,10.002238273620605,10.09018733484941,9.978251542148946,10.042215396906501,23907100,ORCL
2005-11-10,10.15415096282959,10.16214654040865,9.898298580301677,9.986247646170586,31650400,ORCL
2005-11-11,10.242100715637207,10.417998846077328,10.114173762816792,10.154150887916908,30479200,ORCL
2005-11-14,10.250094413757324,10.346039046042865,10.194126902215798,10.218112869662143,23442500,ORCL
2005-11-15,10.130163192749023,10.234103395308814,10.074195684639948,10.178135124699628,27329000,ORCL
2005-11-16,9.986248016357422,10.09818381911293,9.922284918354354,10.090188241237476,31078200,ORCL
2005-11-17,10.082189559936523,10.09818071076515,9.898295900407565,9.954263403307676,42275000,ORCL
2005-11-18,10.090187072753906,10.25009479924363,10.05020995050643,10.23410440784475,33066200,ORCL
2005-11-21,9.946266174316406,10.11416941760269,9.86631272096574,10.018224816081943,41774600,ORCL
2005-11-22,9.906291961669922,9.9862454322342,9.842328880218469,9.858319269331293,46235900,ORCL
2005-11-23,10.106178283691406,10.130164252175193,9.866316311352966,9.874311888347625,34181400,ORCL
2005-11-25,10.082189559936523,10.21011647906541,10.07419474702225,10.13016224992236,7851700,ORCL
2005-11-28,10.026226043701172,10.074198752762094,9.970258518547048,10.06620317416855,23031900,ORCL
2005-11-29,10.178136825561523,10.234105105523533,10.050210635648769,10.058206213143375,28170600,ORCL
2005-11-30,10.074196815490723,10.242100121165574,10.04221526976695,10.162145875606047,34494400,ORCL
2005-12-01,10.282073020935059,10.330045704625242,10.130160920499366,10.138156494864386,30461000,ORCL
2005-12-02,10.20212459564209,10.3540367709885,10.178137860718723,10.346041192680712,28696700,ORCL
2005-12-05,10.002238273620605,10.186131973235433,9.930279604206037,10.170141581421198,44188500,ORCL
2005-12-06,10.010233879089355,10.098182940566902,9.930279632291434,10.026224270948815,31834600,ORCL
2005-12-07,10.002238273620605,10.058205788720736,9.882306903762922,10.010233850777826,40344700,ORCL
2005-12-08,9.946266174316406,10.010230004496817,9.77836293103012,9.994238856326735,74267000,ORCL
2005-12-09,9.994239807128906,10.058202880894532,9.93827230820898,9.93827230820898,44904200,ORCL
2005-12-12,10.26608657836914,10.282076970741869,9.99424304553067,10.00223862296715,47509200,ORCL
2005-12-13,10.258092880249023,10.282078854452541,10.074199140521433,10.154152642033283,40282800,ORCL
2005-12-14,10.242100715637207,10.314058625817125,10.138160495377004,10.250095530657038,36832500,ORCL
2005-12-15,10.258092880249023,10.274084038051617,10.106180693626248,10.16214822093458,39606200,ORCL
2005-12-16,10.14615535736084,10.178136905088918,9.586477890869347,10.026224744005606,203707200,ORCL
